Genes	Count	nr_ssu	slen	Gene_normalized	sample_id	Phenotype
blaL1_3_EF126059_1	2	40174	289	0.00012402795245526252	SRR17656797_unique_run_id	Beta-lactam
aph(3')-IIIa_1_AF330699_1	2	40174	264	0.0001357730237104957	SRR17656797_unique_run_id	Aminoglycoside
lsa(E)_1_JX560992_1	2	97396	494	2.9929152707349588e-05	SRR17656796_unique_run_id	Multiple
dfrA19_2_EU855687_1	2	97396	189	7.822752083296665e-05	SRR17656796_unique_run_id	Folate pathway antagonist
blaCARB-1_1_AF313471_1	2	7761	288	0.0006442468754026542	SRR24947115_unique_run_id	Beta-lactam
blaCARB-23_1_NG_048726_1	2	7761	285	0.0006510284214595244	SRR24947115_unique_run_id	Beta-lactam
blaVEB-1_1_HM370393_1	2	8966	299	0.0005371462761215353	SRR24947114_unique_run_id	Beta-lactam
tet(X)_1_GU014535_1	2	10172	388	0.0003648584551893007	SRR24947111_unique_run_id	Tetracycline
aph(2'')-Ia_2_AP009486_1	2	10430	491	0.0002811879409427216	SRR24947112_unique_run_id	Aminoglycoside
tet(36)_1_AJ514254_1	2	10172	640	0.00022119543845851357	SRR24947111_unique_run_id	Tetracycline
mef(A)_1_AJ971089_1	2	40174	405	8.8503896937212e-05	SRR17656797_unique_run_id	Macrolide
mef(B)_1_FJ196385_1	2	40174	409	8.763833315298501e-05	SRR17656797_unique_run_id	Macrolide
lnu(C)_1_AY928180_1	2	40174	164	0.00021856145280226138	SRR17656797_unique_run_id	Lincosamide
dfrA1_1_FJ591049_1	2	40174	157	0.00022830623095268068	SRR17656797_unique_run_id	Folate pathway antagonist
tet(L)_2_M29725_1	2	40174	458	7.826217960604993e-05	SRR17656797_unique_run_id	Tetracycline
tet(O)_1_M18896_1	2	40174	639	5.609401918555691e-05	SRR17656797_unique_run_id	Tetracycline
tet(42)_1_EU523697_1	2	40174	428	8.37478464008665e-05	SRR17656797_unique_run_id	Tetracycline
fosA2_1_EU487198_1	2	97396	141	0.00010485816622291274	SRR17656796_unique_run_id	Fosfomycin
blaACT-12_1_JX440355_1	2	67198	381	5.6244643576521894e-05	DRR528403_unique_run_id	Beta-lactam
dfrA14_5_DQ388123_1	2	24473	160	0.00036775221672863975	SRR18313634_unique_run_id	Folate pathway antagonist
erm(42)_2_AB601890_1	2	24473	303	0.00019419258969169094	SRR18313634_unique_run_id	Multiple
catB8_1_AF227506_1	2	24473	210	0.00028019216512658267	SRR18313634_unique_run_id	Amphenicol
blaOXA-198_1_HQ634775_1	2	24473	262	0.0002245815063991693	SRR18313634_unique_run_id	Beta-lactam
tet(X)_3_AB097942_1	2	24473	378	0.00015566231395921257	SRR18313634_unique_run_id	Tetracycline
mef(A)_4_HG423652_1	2	27470	405	0.00012943413016219715	SRR8369862_unique_run_id	Macrolide
catB_1_M93113_1	2	27470	219	0.000239364487286255	SRR8369862_unique_run_id	Amphenicol
catA2_1_X53796_1	2	97396	213	6.941315228840703e-05	SRR17656796_unique_run_id	Amphenicol
catB2_1_AF047479_1	2	97396	210	7.040476874966999e-05	SRR17656796_unique_run_id	Amphenicol
blaOXA-437_1_KP410856_1	2	97396	275	5.376364159065708e-05	SRR17656796_unique_run_id	Beta-lactam
blaOXA-551_1_KY682753_1	2	97396	295	5.011864894044304e-05	SRR17656796_unique_run_id	Beta-lactam
blaOXA-418_1_KJ997966_1	2	67198	276	7.764206232845957e-05	DRR528403_unique_run_id	Beta-lactam
blaPLA-6A_1_DQ251478_1	2	67198	291	7.363989416719877e-05	DRR528403_unique_run_id	Beta-lactam
blaMOX-2_1_AJ276453_1	2	67198	382	5.6097406289672365e-05	DRR528403_unique_run_id	Beta-lactam
blaOXA-270_1_APQM01000006_1	2	67198	273	7.849527180459649e-05	DRR528403_unique_run_id	Beta-lactam
aph(6)-Id_1_M28829_1	2	2059	278	0.0025157144803826686	SRR29811081_unique_run_id	Aminoglycoside
tet(G)_3_S52437_1	2	2830	393	0.001294742804736601	SRR29811080_unique_run_id	Tetracycline
tet(M)_8_X04388_1	2	2830	639	0.0007962972179365949	SRR29811080_unique_run_id	Tetracycline
blaACT-9_1_HQ693810_1	2	72011	380	5.262353923998453e-05	SRR14061756_unique_run_id	Beta-lactam
mef(A)_4_HG423652_1	2	28251	405	0.00012585591857122068	SRR18313613_unique_run_id	Macrolide
aadA10_1_U37105_1	2	13951	277	0.00037262962917917716	SRR18313641_unique_run_id	Aminoglycoside
sul4_1_MG649393_1	2	89166	287	5.627056953084647e-05	SRR14061754_unique_run_id	Folate pathway antagonist
qnrE1_1_KY073238_1	2	89166	214	7.546567035211652e-05	SRR14061754_unique_run_id	Quinolone
blaAER-1_1_U14748_1	2	4819	304	0.0009829512565393563	SRR29811083_unique_run_id	Beta-lactam
blaFOX-1_1_X77455_1	2	4819	382	0.0007822439319056658	SRR29811083_unique_run_id	Beta-lactam
tetB(P)_1_NC_010937_1	2	2103	652	0.0010502087289848857	SRR29811082_unique_run_id	Tetracycline
aadA12_1_AY665771_1	2	4819	263	0.0011361870037565182	SRR29811083_unique_run_id	Aminoglycoside
sul4_1_MG649393_1	2	14141	287	0.0003548137757434026	SRR18313640_unique_run_id	Folate pathway antagonist
tet(59)_1_KU736878_1	2	14141	400	0.00025457888409589137	SRR18313640_unique_run_id	Tetracycline
tet(E)_1_Y19116_1	2	14141	405	0.00025143593490952235	SRR18313640_unique_run_id	Tetracycline
tetB(P)_1_NC_010937_1	2	28251	652	7.817737273212329e-05	SRR18313613_unique_run_id	Tetracycline
mph(F)_1_AM260957_1	2	66345	299	7.259105451361347e-05	SRR14061755_unique_run_id	Macrolide
mph(G)_1_AB571865_1	2	66345	294	7.382559625704227e-05	SRR14061755_unique_run_id	Macrolide
floR_1_AF071555_1	2	66345	404	5.372456757319413e-05	SRR14061755_unique_run_id	Amphenicol
fosX_1_AP010904_1	2	66345	154	0.00014093977467253527	SRR14061755_unique_run_id	Fosfomycin
ant(6)-Ia_5_AB247327_1	2	89166	302	5.3475673693221644e-05	SRR14061754_unique_run_id	Aminoglycoside
aph(6)-Id_1_M28829_1	2	89166	278	5.809227861637747e-05	SRR14061754_unique_run_id	Aminoglycoside
vanM_1_FJ349556_3	2	79359	370	4.904159442397072e-05	SRR14061753_unique_run_id	Glycopeptide
tet(O/32/O)_4_AIOQ01000025_1	2	79359	639	2.8396541372252214e-05	SRR14061753_unique_run_id	Tetracycline
ere(D)_1_KP265721_1	2	4819	408	0.0007323950538920694	SRR29811083_unique_run_id	Macrolide
floR_1_AF071555_1	2	4819	404	0.0007396464900692185	SRR29811083_unique_run_id	Amphenicol
mef(C)_1_AB571865_1	2	4819	407	0.0007341945503389787	SRR29811083_unique_run_id	Macrolide
mupB_1_JQ231224_1	2	4819	1033	0.00028927123135330524	SRR29811083_unique_run_id	Pseudomonic acid
blaPAU-1_1_MH053445_1	2	89166	293	5.511827117867897e-05	SRR14061754_unique_run_id	Beta-lactam
tet(51)_1_KR857685_1	2	28251	387	0.00013170968222569608	SRR18313613_unique_run_id	Tetracycline
blaPER-1_1_GU944725_1	2	25084	308	0.0001863867276082234	SRR18313614_unique_run_id	Beta-lactam
blaSGM-1_1_AAQG01000013_1	2	25084	321	0.00017883835546209594	SRR18313614_unique_run_id	Beta-lactam
blaCARB-1_1_AF313471_1	2	28251	288	0.0001769848854907791	SRR18313613_unique_run_id	Beta-lactam
ampH_1_AJ276031_1	2	28251	264	0.00019307442053539538	SRR18313613_unique_run_id	Beta-lactam
aadA13_2_NC010643_1	2	28251	265	0.0001923458378163939	SRR18313613_unique_run_id	Aminoglycoside
mef(B)_1_FJ196385_1	2	28251	409	0.0001246250538419178	SRR18313613_unique_run_id	Macrolide
blaOXA-3_1_L07945_1	2	66345	275	7.892627381661974e-05	SRR14061755_unique_run_id	Beta-lactam
aadA11_2_AJ567827_1	2	2103	263	0.0026035592825024542	SRR29811082_unique_run_id	Aminoglycoside
sul1_11_DQ914960_1	2	2059	293	0.002386923636677071	SRR29811081_unique_run_id	Folate pathway antagonist
fosA2_1_EU487198_1	2	78075	141	0.00013080712081263923	SRR14061752_unique_run_id	Fosfomycin
aadA24_1_AM711129_1	2	72011	259	7.720828151040202e-05	SRR14061756_unique_run_id	Aminoglycoside
sul4_1_MG649393_1	2	66345	287	7.562622055599453e-05	SRR14061755_unique_run_id	Folate pathway antagonist
tet(36)_1_AJ514254_1	2	66345	640	3.391363328057879e-05	SRR14061755_unique_run_id	Tetracycline
blaSPG-1_1_KP109680_1	2	2830	285	0.0017853821833736286	SRR29811080_unique_run_id	Beta-lactam
aadA12_1_AY665771_1	2	2830	263	0.001934729742439103	SRR29811080_unique_run_id	Aminoglycoside
tet(A)_6_AF534183_1	2	2674	424	0.0012700921522417125	SRR29811079_unique_run_id	Tetracycline
blaOXA-347_1_ACWG01000053_1	2	28251	274	0.00018602790883702328	SRR18313613_unique_run_id	Beta-lactam
blaOXA-372_1_KJ746496_1	2	28251	257	0.00019833325689239058	SRR18313613_unique_run_id	Beta-lactam
msr(E)_1_FR751518_1	2	79359	491	3.695598765146469e-05	SRR14061753_unique_run_id	Multiple
tet(59)_1_KU736878_1	2	25084	400	0.000143517780258332	SRR18313614_unique_run_id	Tetracycline
mef(A)_4_HG423652_1	2	25084	405	0.00014174595581069828	SRR18313614_unique_run_id	Macrolide
mph(B)_1_D85892_1	2	25084	302	0.0001900897751765987	SRR18313614_unique_run_id	Macrolide
lsa(E)_1_JX560992_1	2	25084	494	0.00011620872895411499	SRR18313614_unique_run_id	Multiple
mef(A)_1_AJ971089_1	2	25084	405	0.00014174595581069828	SRR18313614_unique_run_id	Macrolide
aph(3')-IIIa_1_AF330699_1	2	28409	264	0.00019200061440196608	SRR18313615_unique_run_id	Aminoglycoside
blaCGB-1_1_EF672680_1	2	28409	242	0.00020945521571123573	SRR18313615_unique_run_id	Beta-lactam
ere(A)_2_AF099140_1	2	89166	408	3.9582483959198374e-05	SRR14061754_unique_run_id	Macrolide
blaMIR-1_1_M37839_1	2	79359	381	4.7625695372360014e-05	SRR14061753_unique_run_id	Beta-lactam
vanXmurFvanKWI_2_AP008230_2	2	78075	468	3.940983768073106e-05	SRR14061752_unique_run_id	Glycopeptide
aadA12_1_AY665771_1	2	79359	263	6.8993878086955e-05	SRR14061753_unique_run_id	Aminoglycoside
tet(30)_1_AF090987_1	2	79359	394	4.605428917987097e-05	SRR14061753_unique_run_id	Tetracycline
lsa(E)_1_JX560992_1	2	79359	494	3.6731558576658226e-05	SRR14061753_unique_run_id	Multiple
mph(A)_2_U36578_1	2	79359	306	5.929865992440904e-05	SRR14061753_unique_run_id	Macrolide
mph(F)_1_AM260957_1	2	79359	299	6.068692286578316e-05	SRR14061753_unique_run_id	Macrolide
tet(X)_3_AB097942_1	2	27099	378	0.00014057802168064538	SRR18313612_unique_run_id	Tetracycline
tet(D)_1_AF467077_1	2	27099	394	0.00013486926953117754	SRR18313612_unique_run_id	Tetracycline
msr(D)_2_AF274302_1	2	27099	487	0.0001091139470129034	SRR18313612_unique_run_id	Multiple
blaAER-1_1_U14748_1	2	72011	304	6.577942404998066e-05	SRR14061756_unique_run_id	Beta-lactam
erm(42)_2_AB601890_1	2	28409	303	0.00016728766403339618	SRR18313615_unique_run_id	Multiple
blaPER-1_1_GU944725_1	2	28409	308	0.0001645719552016852	SRR18313615_unique_run_id	Beta-lactam
blaL1_3_EF126059_1	2	28409	289	0.0001753915647132147	SRR18313615_unique_run_id	Beta-lactam
blaTEM-1A_1_HM749966_1	2	14141	286	0.000356054383350897	SRR18313640_unique_run_id	Beta-lactam
blaCMY-98_1_KC603538_1	2	76499	376	5.006323264412022e-05	SRR14061757_unique_run_id	Beta-lactam
catB3_2_U13880_1	2	76499	210	8.963702606756764e-05	SRR14061757_unique_run_id	Amphenicol
ampH_1_AJ276031_1	2	76499	264	7.130217982647426e-05	SRR14061757_unique_run_id	Beta-lactam
mph(G)_1_AB571865_1	2	72011	294	6.801681942583034e-05	SRR14061756_unique_run_id	Macrolide
ant(3'')-Ii-aac(6')-IId_1_AF453998_1	2	71286	463	4.362920051489728e-05	SRR14061758_unique_run_id	Aminoglycoside
aph(3'')-Ib_1_M28829_1	2	71286	267	7.565662860823011e-05	SRR14061758_unique_run_id	Aminoglycoside
aadA4_1_Z50802_1	2	13951	262	0.0003939633865749315	SRR18313641_unique_run_id	Aminoglycoside
tet(Q)_3_U73497_1	2	27099	654	8.125151711817119e-05	SRR18313612_unique_run_id	Tetracycline
mph(G)_1_AB571865_1	2	5516	294	0.0008879548918914918	SRR29811084_unique_run_id	Macrolide
blaGOB-16_1_GU188443_1	2	28409	290	0.0001747867662142036	SRR18313615_unique_run_id	Beta-lactam
aac(6')-Ia_2_M86913_1	2	28409	185	0.00027399006595740024	SRR18313615_unique_run_id	Aminoglycoside
ere(D)_1_KP265721_1	2	28409	408	0.0001242356916718604	SRR18313615_unique_run_id	Macrolide
blaAER-1_1_U14748_1	2	13951	304	0.0003395342344823423	SRR18313641_unique_run_id	Beta-lactam
blaCARB-1_1_AF313471_1	2	13951	288	0.0003583972475091391	SRR18313641_unique_run_id	Beta-lactam
tmexD1_1_MK347425_1	2	2674	1044	0.0005158228664276687	SRR29811079_unique_run_id	Tetracycline
mef(C)_1_AB571865_1	2	2674	407	0.0013231426843992287	SRR29811079_unique_run_id	Macrolide
blaOXA-3_1_L07945_1	2	78075	275	6.706837830757139e-05	SRR14061752_unique_run_id	Beta-lactam
blaFOX-1_1_X77455_1	2	78075	382	4.828220951461292e-05	SRR14061752_unique_run_id	Beta-lactam
blaMIR-1_1_M37839_1	2	78075	381	4.840893447396885e-05	SRR14061752_unique_run_id	Beta-lactam
aadA24_1_AM711129_1	2	5805	259	0.0009577683996288647	SRR29811085_unique_run_id	Aminoglycoside
aadA2_1_NC_010870_1	2	5805	272	0.0009119927040583675	SRR29811085_unique_run_id	Aminoglycoside
tet(G)_3_S52437_1	2	5516	393	0.0006642715985142459	SRR29811084_unique_run_id	Tetracycline
tmexC1_1_MK347425_1	2	5516	387	0.000674570382987335	SRR29811084_unique_run_id	Tetracycline
mph(F)_1_AM260957_1	2	5516	299	0.0008731061478799285	SRR29811084_unique_run_id	Macrolide
blaCARB-1_1_AF313471_1	2	27099	288	0.00018450865345584705	SRR18313612_unique_run_id	Beta-lactam
TOprJ4_1_CP091084_1	2	27099	476	0.00011163548780521839	SRR18313612_unique_run_id	Tetracycline
aac(3)-Ib-aac(6')-Ib_1_AF355189_1	2	27099	334	0.00015909728202180825	SRR18313612_unique_run_id	Aminoglycoside
lsa(E)_1_JX560992_1	2	27099	494	0.00010756779796616185	SRR18313612_unique_run_id	Multiple
mef(A)_1_AJ971089_1	2	27099	405	0.00013120615356860236	SRR18313612_unique_run_id	Macrolide
mef(A)_4_HG423652_1	2	27099	405	0.00013120615356860236	SRR18313612_unique_run_id	Macrolide
aph(3'')-Ib_1_M28829_1	2	2388	267	0.002258483428377844	SRR29811078_unique_run_id	Aminoglycoside
mef(C)_1_AB571865_1	2	71286	407	4.963223547517799e-05	SRR14061758_unique_run_id	Macrolide
aph(3'')-Ib_1_M28829_1	2	2674	267	0.0020169253653576262	SRR29811079_unique_run_id	Aminoglycoside
sul2_7_HM486907_1	2	2388	283	0.002130795319352948	SRR29811078_unique_run_id	Folate pathway antagonist
tet(A)_6_AF534183_1	2	2388	424	0.0014222053664549158	SRR29811078_unique_run_id	Tetracycline
tet(G)_1_AF133139_1	2	2388	391	0.0015422380444421596	SRR29811078_unique_run_id	Tetracycline
blaOXA-368_1_KT736121_1	2	2388	266	0.002266973967582272	SRR29811078_unique_run_id	Beta-lactam
cmlA1_1_M64556_1	2	27099	419	0.00012682217707705003	SRR18313612_unique_run_id	Amphenicol
blaPER-1_1_GU944725_1	2	27099	308	0.00017252757206261026	SRR18313612_unique_run_id	Beta-lactam
blaOXA-20_1_AY307114_1	2	27099	266	0.00019976876765144343	SRR18313612_unique_run_id	Beta-lactam
catB3_2_U13880_1	2	5805	210	0.0011812476928756	SRR29811085_unique_run_id	Amphenicol
ere(D)_1_KP265721_1	2	5805	408	0.0006079951360389116	SRR29811085_unique_run_id	Macrolide
ampH_1_AJ276031_1	2	5805	264	0.0009396288466055908	SRR29811085_unique_run_id	Beta-lactam
blaOXA-280_1_APPZ01000001_1	2	5805	275	0.0009020436927413671	SRR29811085_unique_run_id	Beta-lactam
ant(3'')-Ia_1_X02340_1	2	69894	323	6.378522239913763e-05	SRR14061759_unique_run_id	Aminoglycoside
blaOXA-60_1_AF525303_1	2	69894	271	7.60244532653928e-05	SRR14061759_unique_run_id	Beta-lactam
OqxA_1_EU370913_1	2	71286	391	5.1663222093088085e-05	SRR14061758_unique_run_id	Multiple
mph(F)_1_AM260957_1	2	76499	299	6.29557708166863e-05	SRR14061757_unique_run_id	Macrolide
catB3_2_U13880_1	2	14141	210	0.00048491216018265023	SRR18313640_unique_run_id	Amphenicol
aadA12_1_AY665771_1	2	78075	263	7.012853245088264e-05	SRR14061752_unique_run_id	Aminoglycoside
tet(35)_1_AF353562_1	2	3721	369	0.0010487608235394367	ERR4801160_unique_run_id	Tetracycline
OqxB_1_EU370913_1	2	3347	1050	0.0004097486021597166	ERR4801159_unique_run_id	Multiple
OqxB_1_EU370913_1	2	3721	1050	0.00036856451798671634	ERR4801160_unique_run_id	Multiple
mupA_2_GU237136_1	2	5805	1024	0.00024224806201550387	SRR29811085_unique_run_id	Pseudomonic acid
tet(39)_1_KT346360_1	2	5805	373	0.0006650456179728578	SRR29811085_unique_run_id	Tetracycline
mef(C)_1_AB571865_1	2	5805	407	0.0006094889815820048	SRR29811085_unique_run_id	Macrolide
blaCMY-98_1_KC603538_1	2	2981	376	0.0012847323831071966	SRR29811077_unique_run_id	Beta-lactam
erm(G)_1_M15332_1	2	2981	244	0.001979751541181582	SRR29811077_unique_run_id	Multiple
tet(X)_1_GU014535_1	2	1577	388	0.002353418012799979	SRR29811076_unique_run_id	Tetracycline
ant(3'')-Ia_1_X02340_1	2	2981	323	0.001495539863926644	SRR29811077_unique_run_id	Aminoglycoside
aadA2_1_NC_010870_1	2	78654	272	6.730894356369446e-05	SRR14061760_unique_run_id	Aminoglycoside
tet(O/W)_1_AM889118_1	2	33175	639	6.792829319549551e-05	SRR17656812_unique_run_id	Tetracycline
tet(S/M)_1_HM367711_1	2	33175	644	6.740089961478513e-05	SRR17656812_unique_run_id	Tetracycline
tet(O)_1_M18896_1	2	33175	639	6.792829319549551e-05	SRR17656812_unique_run_id	Tetracycline
blaCMY-1_1_X92508_1	2	14141	382	0.00026657474774438887	SRR18313640_unique_run_id	Beta-lactam
tet(32)_1_EU722333_1	2	28409	639	7.932419749940382e-05	SRR18313615_unique_run_id	Tetracycline
mph(F)_1_AM260957_1	2	28409	299	0.00016952562609404362	SRR18313615_unique_run_id	Macrolide
fosE_1_AB901041_1	2	28409	134	0.0003782698671799929	SRR18313615_unique_run_id	Fosfomycin
tet(32)_1_EU722333_1	2	71286	639	3.161239411329803e-05	SRR14061758_unique_run_id	Tetracycline
sul1_11_DQ914960_1	2	2981	293	0.0016486668124515561	SRR29811077_unique_run_id	Folate pathway antagonist
sul4_1_MG649393_1	2	2981	287	0.0016831337144540277	SRR29811077_unique_run_id	Folate pathway antagonist
tetB(P)_1_NC_010937_1	2	2981	652	0.0007408886135710214	SRR29811077_unique_run_id	Tetracycline
blaCARB-42_1_NG_048745_1	2	40964	283	0.00012421490144065133	ERR4801155_unique_run_id	Beta-lactam
blaCARB-4_1_U14749_1	2	40964	288	0.00012205839273508446	ERR4801155_unique_run_id	Beta-lactam
blaOCH-2_1_AJ295340_1	2	11237	390	0.00032858482622654555	SRR29811086_unique_run_id	Beta-lactam
blaJOHN-1_1_AY028464_1	2	11237	248	0.0005167261380175515	SRR29811086_unique_run_id	Beta-lactam
aadA12_1_AY665771_1	2	11237	263	0.00048725506550704474	SRR29811086_unique_run_id	Aminoglycoside
ant(3'')-Ia_1_X02340_1	2	11237	323	0.0003967432886326711	SRR29811086_unique_run_id	Aminoglycoside
ant(3'')-Ii-aac(6')-IId_1_AF453998_1	2	11237	463	0.0002767777153960103	SRR29811086_unique_run_id	Aminoglycoside
blaACT-9_1_HQ693810_1	2	78075	380	4.8536326406795084e-05	SRR14061752_unique_run_id	Beta-lactam
qnrE1_1_KY073238_1	2	71286	214	9.439401793643663e-05	SRR14061758_unique_run_id	Quinolone
ere(A)_2_AF099140_1	2	71286	408	4.951058783920941e-05	SRR14061758_unique_run_id	Macrolide
floR_1_AF071555_1	2	71286	404	5.000079167920159e-05	SRR14061758_unique_run_id	Amphenicol
catB3_2_U13880_1	2	71286	210	9.619199923046401e-05	SRR14061758_unique_run_id	Amphenicol
blaIMP-37_1_JX131372_1	2	71286	248	8.145290257418322e-05	SRR14061758_unique_run_id	Beta-lactam
blaOXA-3_1_L07945_1	2	71286	275	7.345570850326342e-05	SRR14061758_unique_run_id	Beta-lactam
blaOXA-296_1_APOH01000009_1	2	5805	284	0.0008734578010699859	SRR29811085_unique_run_id	Beta-lactam
fosX_1_AP010904_1	2	78075	154	0.00011976496126352035	SRR14061752_unique_run_id	Fosfomycin
mph(E)_1_DQ839391_1	2	78654	294	6.227221989566289e-05	SRR14061760_unique_run_id	Macrolide
msr(E)_1_FR751518_1	2	78654	491	3.72872355383399e-05	SRR14061760_unique_run_id	Multiple
lsa(E)_1_JX560992_1	2	78654	494	3.7060794836690065e-05	SRR14061760_unique_run_id	Multiple
ant(3'')-Ia_1_X02340_1	2	33175	323	0.0001343844561978998	SRR17656812_unique_run_id	Aminoglycoside
aph(3')-IIa_2_V00618_1	2	33175	264	0.00016441734603000617	SRR17656812_unique_run_id	Aminoglycoside
erm(47)_1_KU612222_1	2	33175	246	0.0001764478835443969	SRR17656812_unique_run_id	Multiple
erm(B)_18_X66468_1	2	33175	253	0.00017156592629218034	SRR17656812_unique_run_id	Multiple
fosA_4_ACWU01000146_1	2	33175	135	0.00032152725445867874	SRR17656812_unique_run_id	Fosfomycin
blaTEM-1A_1_HM749966_1	2	1444	286	0.0034868178912500244	ERR3987277_unique_run_id	Beta-lactam
blaVHH-1_1_NG050334_1	2	40964	283	0.00012421490144065133	ERR4801155_unique_run_id	Beta-lactam
mef(A)_3_AF227520_1	2	28409	405	0.00012515595605461493	SRR18313615_unique_run_id	Macrolide
blaOXA-198_1_HQ634775_1	2	23629	262	0.00023260329282267004	SRR18313616_unique_run_id	Beta-lactam
ARR-3_4_FM207631_1	2	23629	180	0.0003385670151085531	SRR18313616_unique_run_id	Rifamycin
lnu(F)_3_AJ561197_1	2	69894	273	7.546749756381484e-05	SRR14061759_unique_run_id	Lincosamide
mef(C)_1_AB571865_1	2	69894	407	5.062070475410676e-05	SRR14061759_unique_run_id	Macrolide
qnrB41_1_JN166690_1	2	69894	215	9.582617132521606e-05	SRR14061759_unique_run_id	Quinolone
blaSPG-1_1_KP109680_1	2	11237	285	0.0004496423937836939	SRR29811086_unique_run_id	Beta-lactam
fosA5_1_EU195449_1	2	11237	139	0.0009219286491248401	SRR29811086_unique_run_id	Fosfomycin
dfrA15_4_AJ867237_1	2	5571	157	0.0016463784818332426	ERR4801148_unique_run_id	Folate pathway antagonist
OqxB_1_EU370913_1	2	5444	1050	0.00025191560827122914	ERR3987278_unique_run_id	Multiple
blaTEM-1A_1_HM749966_1	2	5444	286	0.0009248649954013658	ERR3987278_unique_run_id	Beta-lactam
blaZ_80_KU607855_1	2	5444	295	0.0008966487752026799	ERR3987278_unique_run_id	Beta-lactam
vanM_1_FJ349556_2	2	5797	232	0.0010707083925692838	ERR3987276_unique_run_id	Glycopeptide
blaCARB-4_1_U14749_1	2	1444	288	0.0034626038781163434	ERR3987277_unique_run_id	Beta-lactam
tet(O/32/O)_1_JQ740052_1	2	33175	639	6.792829319549551e-05	SRR17656812_unique_run_id	Tetracycline
tet(44)_1_NZ_ABDU01000081_1	2	33175	640	6.782215523737755e-05	SRR17656812_unique_run_id	Tetracycline
tet(59)_1_KU736878_1	2	33175	400	0.00010851544837980408	SRR17656812_unique_run_id	Tetracycline
tet(B)_1_AP000342_1	2	33175	401	0.00010824483628908138	SRR17656812_unique_run_id	Tetracycline
blaGOB-16_1_GU188443_1	2	27099	290	0.00018323617998373777	SRR18313612_unique_run_id	Beta-lactam
lnu(B)_1_AJ238249_1	2	28409	267	0.00018984330412778668	SRR18313615_unique_run_id	Lincosamide
mcr-5.1_1_KY807921_1	2	28409	547	9.266574442800556e-05	SRR18313615_unique_run_id	Polymyxin
mph(A)_2_U36578_1	2	11237	306	0.0004187845824455973	SRR29811086_unique_run_id	Macrolide
catB3_2_U13880_1	2	33175	210	0.0002066960921520078	SRR17656812_unique_run_id	Amphenicol
blaCMY-18_1_AY743434_1	2	33175	383	0.00011333206097107475	SRR17656812_unique_run_id	Beta-lactam
tet(G)_1_AF133139_1	2	69894	391	5.269214024276586e-05	SRR14061759_unique_run_id	Tetracycline
tmexD1_1_MK347425_1	2	69894	1044	1.9734316891687212e-05	SRR14061759_unique_run_id	Tetracycline
sul4_1_MG649393_1	2	69894	287	7.178615621923851e-05	SRR14061759_unique_run_id	Folate pathway antagonist
tet(30)_1_AF090987_1	2	69894	394	5.2290931053100125e-05	SRR14061759_unique_run_id	Tetracycline
tet(36)_1_AJ514254_1	2	69894	640	3.219160442956477e-05	SRR14061759_unique_run_id	Tetracycline
fosA2_1_EU487198_1	2	69894	141	0.00014611792081504576	SRR14061759_unique_run_id	Fosfomycin
blaTEM-1A_1_HM749966_1	2	4808	286	0.0010472057061075364	ERR3987275_unique_run_id	Beta-lactam
tet(G)_1_AF133139_1	2	78654	391	4.682361291387441e-05	SRR14061760_unique_run_id	Tetracycline
tetB(P)_1_NC_010937_1	2	78654	652	2.807980467687867e-05	SRR14061760_unique_run_id	Tetracycline
mph(G)_1_AB571865_1	2	13951	294	0.0003510830179681363	SRR18313641_unique_run_id	Macrolide
lnu(F)_1_EU118119_1	2	13951	273	0.0003780894039656852	SRR18313641_unique_run_id	Lincosamide
blaPAU-1_1_MH053445_1	2	33175	293	0.00014814395683249704	SRR17656812_unique_run_id	Beta-lactam
blaTEM-1A_1_HM749966_1	2	33175	286	0.00015176985787385185	SRR17656812_unique_run_id	Beta-lactam
catB1_1_M58472_1	2	33175	209	0.00020768506866948147	SRR17656812_unique_run_id	Amphenicol
blaOXA-537_1_KX360747_1	2	23629	276	0.0002208045750707955	SRR18313616_unique_run_id	Beta-lactam
blaOXA-20_1_AY307114_1	2	23629	266	0.00022910549894563742	SRR18313616_unique_run_id	Beta-lactam
tet(D)_1_AF467077_1	2	23629	394	0.0001546752860902019	SRR18313616_unique_run_id	Tetracycline
vat(F)_1_AF170730_1	2	11237	221	0.000579855575693904	SRR29811086_unique_run_id	Streptogramin A
sul4_1_MG649393_1	2	5797	287	0.0008655203730873653	ERR3987276_unique_run_id	Folate pathway antagonist
tet(T)_1_L42544_1	2	5797	651	0.0003815734978127094	ERR3987276_unique_run_id	Tetracycline
blaOXA-347_1_ACWG01000053_1	2	5797	274	0.0009065852083068388	ERR3987276_unique_run_id	Beta-lactam
blaTEM-1A_1_HM749966_1	2	5797	286	0.0008685466680981602	ERR3987276_unique_run_id	Beta-lactam
lnu(A)_1_M14039_1	2	33175	161	0.0002696035984591405	SRR17656812_unique_run_id	Lincosamide
dfrA32_1_GU067642_1	2	33175	157	0.0002764724799485454	SRR17656812_unique_run_id	Folate pathway antagonist
tmexD1_1_MK347425_1	2	33175	1044	4.15768001455188e-05	SRR17656812_unique_run_id	Tetracycline
vanM_1_FJ349556_1	2	33175	226	0.00019206274049522845	SRR17656812_unique_run_id	Glycopeptide
ampH_1_AJ276031_1	2	69894	264	7.804025316258126e-05	SRR14061759_unique_run_id	Beta-lactam
