run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	experiment_alias	Sampletype	Substrate	Location	Latitude	Longitude	fastq_ftp	sample_title
SRR26541440	SAMN31142963	SRX22243375	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PET_BHT14	PET_BHT14	Plastic	PET	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/040/SRR26541440/SRR26541440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/040/SRR26541440/SRR26541440_2.fastq.gz	PET_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541445	SAMN31142959	SRX22243370	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBSA_BHT14	PBSA_BHT14	Plastic	PBSA	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/045/SRR26541445/SRR26541445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/045/SRR26541445/SRR26541445_2.fastq.gz	PBSA_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541453	SAMN31142951	SRX22243362	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PLLA_BHT04	PLLA_BHT04	Plastic	PLLA	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/053/SRR26541453/SRR26541453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/053/SRR26541453/SRR26541453_2.fastq.gz	PLLA_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541458	SAMN31142947	SRX22243357	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBSA_BHT04	PBSA_BHT04	Plastic	PBSA	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/058/SRR26541458/SRR26541458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/058/SRR26541458/SRR26541458_2.fastq.gz	PBSA_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541459	SAMN31142946	SRX22243356	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: P3HB4HB_BHT04	P3HB4HB_BHT04	Plastic	P3HB4HB	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/059/SRR26541459/SRR26541459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/059/SRR26541459/SRR26541459_2.fastq.gz	P3HB4HB_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541461	SAMN31142944	SRX22243354	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBV_BHT04	PHBV_BHT04	Plastic	PHBV	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/061/SRR26541461/SRR26541461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/061/SRR26541461/SRR26541461_2.fastq.gz	PHBV_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541464	SAMN31142941	SRX22243351	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PS_PJM12	PS_PJM12	Plastic	PS	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/064/SRR26541464/SRR26541464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/064/SRR26541464/SRR26541464_2.fastq.gz	PS_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541465	SAMN31142940	SRX22243350	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PE_PJM12	PE_PJM12	Plastic	PE	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/065/SRR26541465/SRR26541465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/065/SRR26541465/SRR26541465_2.fastq.gz	PE_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541466	SAMN31142922	SRX22243349	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBH_PJM02	PHBH_PJM02	Plastic	PHBH	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/066/SRR26541466/SRR26541466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/066/SRR26541466/SRR26541466_2.fastq.gz	PHBH_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541467	SAMN31142939	SRX22243348	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PLLA_PJM12	PLLA_PJM12	Plastic	PLLA	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/067/SRR26541467/SRR26541467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/067/SRR26541467/SRR26541467_2.fastq.gz	PLLA_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541468	SAMN31142938	SRX22243347	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBAT_PJM12	PBAT_PJM12	Plastic	PBAT	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/068/SRR26541468/SRR26541468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/068/SRR26541468/SRR26541468_2.fastq.gz	PBAT_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541469	SAMN31142937	SRX22243346	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PCL_PJM12	PCL_PJM12	Plastic	PCL	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/069/SRR26541469/SRR26541469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/069/SRR26541469/SRR26541469_2.fastq.gz	PCL_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541473	SAMN31142933	SRX22243342	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBV_PJM12	PHBV_PJM12	Plastic	PHBV	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/073/SRR26541473/SRR26541473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/073/SRR26541473/SRR26541473_2.fastq.gz	PHBV_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541476	SAMN31142930	SRX22243339	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PS_PJM02	PS_PJM02	Plastic	PS	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/076/SRR26541476/SRR26541476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/076/SRR26541476/SRR26541476_2.fastq.gz	PS_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541478	SAMN31142920	SRX22243337	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHB_PJM02	PHB_PJM02	Plastic	PHB	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/078/SRR26541478/SRR26541478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/078/SRR26541478/SRR26541478_2.fastq.gz	PHB_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for 2 months
SRR26549051	SAMN37935295	SRX22250810	PRJNA886482	1561972	seawater metagenome	Illumina HiSeq X sequencing: DNA-seq of deep seawater microbiome: Water_BHT	Water_BHT	Water	Seawater	BHT	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/051/SRR26549051/SRR26549051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/051/SRR26549051/SRR26549051_2.fastq.gz	Water_BHT was collected at hydrocarbon seepage off Hatsushima island (depth: 855m)
SRR26541425	SAMN31142977	SRX22243390	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PS_AMN13	PS_AMN13	Plastic	PS	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/025/SRR26541425/SRR26541425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/025/SRR26541425/SRR26541425_2.fastq.gz	PS_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541427	SAMN31142975	SRX22243388	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PET_AMN13	PET_AMN13	Plastic	PET	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/027/SRR26541427/SRR26541427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/027/SRR26541427/SRR26541427_2.fastq.gz	PET_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541429	SAMN31142973	SRX22243386	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBAT_AMN13	PBAT_AMN13	Plastic	PBAT	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/029/SRR26541429/SRR26541429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/029/SRR26541429/SRR26541429_2.fastq.gz	PBAT_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541430	SAMN31142972	SRX22243385	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PCL_AMN13	PCL_AMN13	Plastic	PCL	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/030/SRR26541430/SRR26541430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/030/SRR26541430/SRR26541430_2.fastq.gz	PCL_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541436	SAMN31142967	SRX22243379	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHB_AMN13	PHB_AMN13	Plastic	PHB	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/036/SRR26541436/SRR26541436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/036/SRR26541436/SRR26541436_2.fastq.gz	PHB_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541437	SAMN31142966	SRX22243378	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PP_BHT14	PP_BHT14	Plastic	PP	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/037/SRR26541437/SRR26541437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/037/SRR26541437/SRR26541437_2.fastq.gz	PP_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541439	SAMN31142964	SRX22243376	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PE_BHT14	PE_BHT14	Plastic	PE	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/039/SRR26541439/SRR26541439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/039/SRR26541439/SRR26541439_2.fastq.gz	PE_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541442	SAMN31142961	SRX22243373	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBAT_BHT14	PBAT_BHT14	Plastic	PBAT	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/042/SRR26541442/SRR26541442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/042/SRR26541442/SRR26541442_2.fastq.gz	PBAT_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541444	SAMN31142924	SRX22243371	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBSA_PJM02	PBSA_PJM02	Plastic	PBSA	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/044/SRR26541444/SRR26541444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/044/SRR26541444/SRR26541444_2.fastq.gz	PBSA_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541447	SAMN31142957	SRX22243368	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBH_BHT14	PHBH_BHT14	Plastic	PHBH	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26541447/SRR26541447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26541447/SRR26541447_2.fastq.gz	PHBH_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541448	SAMN31142956	SRX22243367	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBV_BHT14	PHBV_BHT14	Plastic	PHBV	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26541448/SRR26541448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26541448/SRR26541448_2.fastq.gz	PHBV_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541449	SAMN31142955	SRX22243366	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHB_BHT14	PHB_BHT14	Plastic	PHB	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/049/SRR26541449/SRR26541449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/049/SRR26541449/SRR26541449_2.fastq.gz	PHB_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541450	SAMN31142954	SRX22243365	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PP_BHT04	PP_BHT04	Plastic	PP	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/050/SRR26541450/SRR26541450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/050/SRR26541450/SRR26541450_2.fastq.gz	PP_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541457	SAMN31142948	SRX22243358	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PCL_BHT04	PCL_BHT04	Plastic	PCL	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/057/SRR26541457/SRR26541457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/057/SRR26541457/SRR26541457_2.fastq.gz	PCL_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541463	SAMN31142942	SRX22243352	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PP_PJM12	PP_PJM12	Plastic	PP	PJM12	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/063/SRR26541463/SRR26541463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/063/SRR26541463/SRR26541463_2.fastq.gz	PP_PJM12 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 12 months
SRR26541475	SAMN31142931	SRX22243340	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PP_PJM02	PP_PJM02	Plastic	PP	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/075/SRR26541475/SRR26541475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/075/SRR26541475/SRR26541475_2.fastq.gz	PP_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26549047	SAMN37935299	SRX22250814	PRJNA886482	749907	sediment metagenome	Illumina HiSeq X sequencing: DNA-seq of deep seafloor sediment: Sediment5cm_BHT	Sediment5cm_BHT	Non-plastic	Sediment	BHT	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26549047/SRR26549047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26549047/SRR26549047_2.fastq.gz	Sediment5cm_BHT was collected at hydrocarbon seepage off Hatsushima island (depth: 855m)
SRR26549048	SAMN37935298	SRX22250813	PRJNA886482	749907	sediment metagenome	Illumina HiSeq X sequencing: DNA-seq of deep seafloor sediment: Sediment3cm_BHT	Sediment3cm_BHT	Non-plastic	Sediment	BHT	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26549048/SRR26549048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26549048/SRR26549048_2.fastq.gz	Sediment3cm_BHT was collected at hydrocarbon seepage off Hatsushima island (depth: 855m)
SRR26549049	SAMN37935297	SRX22250812	PRJNA886482	749907	sediment metagenome	Illumina HiSeq X sequencing: DNA-seq of deep seafloor sediment: Sediment1cm_BHT	Sediment1cm_BHT	Non-plastic	Sediment	BHT	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/049/SRR26549049/SRR26549049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/049/SRR26549049/SRR26549049_2.fastq.gz	Sediment1cm_BHT was collected at hydrocarbon seepage off Hatsushima island (depth: 855m)
SRR26541420	SAMN31142929	SRX22243395	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PE_PJM02	PE_PJM02	Plastic	PE	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/020/SRR26541420/SRR26541420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/020/SRR26541420/SRR26541420_2.fastq.gz	PE_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541428	SAMN31142974	SRX22243387	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PLLA_AMN13	PLLA_AMN13	Plastic	PLLA	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/028/SRR26541428/SRR26541428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/028/SRR26541428/SRR26541428_2.fastq.gz	PLLA_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541431	SAMN31142971	SRX22243384	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBSA_AMN13	PBSA_AMN13	Plastic	PBSA	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/031/SRR26541431/SRR26541431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/031/SRR26541431/SRR26541431_2.fastq.gz	PBSA_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541432	SAMN31142970	SRX22243383	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: P3HB4HB_AMN13	P3HB4HB_AMN13	Plastic	P3HB4HB	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/032/SRR26541432/SRR26541432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/032/SRR26541432/SRR26541432_2.fastq.gz	P3HB4HB_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541434	SAMN31142969	SRX22243381	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBH_AMN13	PHBH_AMN13	Plastic	PHBH	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/034/SRR26541434/SRR26541434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/034/SRR26541434/SRR26541434_2.fastq.gz	PHBH_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541435	SAMN31142968	SRX22243380	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PHBV_AMN13	PHBV_AMN13	Plastic	PHBV	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/035/SRR26541435/SRR26541435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/035/SRR26541435/SRR26541435_2.fastq.gz	PHBV_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541438	SAMN31142965	SRX22243377	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PS_BHT14	PS_BHT14	Plastic	PS	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/038/SRR26541438/SRR26541438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/038/SRR26541438/SRR26541438_2.fastq.gz	PS_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541441	SAMN31142962	SRX22243374	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PLLA_BHT14	PLLA_BHT14	Plastic	PLLA	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/041/SRR26541441/SRR26541441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/041/SRR26541441/SRR26541441_2.fastq.gz	PLLA_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541443	SAMN31142960	SRX22243372	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PCL_BHT14	PCL_BHT14	Plastic	PCL	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/043/SRR26541443/SRR26541443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/043/SRR26541443/SRR26541443_2.fastq.gz	PCL_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541446	SAMN31142958	SRX22243369	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: P3HB4HB_BHT14	P3HB4HB_BHT14	Plastic	P3HB4HB	BHT14	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/046/SRR26541446/SRR26541446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/046/SRR26541446/SRR26541446_2.fastq.gz	P3HB4HB_BHT14 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 14 months
SRR26541451	SAMN31142953	SRX22243364	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PS_BHT04	PS_BHT04	Plastic	PS	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/051/SRR26541451/SRR26541451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/051/SRR26541451/SRR26541451_2.fastq.gz	PS_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541452	SAMN31142952	SRX22243363	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PE_BHT04	PE_BHT04	Plastic	PE	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/052/SRR26541452/SRR26541452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/052/SRR26541452/SRR26541452_2.fastq.gz	PE_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541454	SAMN31142950	SRX22243361	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PET_BHT04	PET_BHT04	Plastic	PET	BHT04	35.0158333333333	139.222166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/054/SRR26541454/SRR26541454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/054/SRR26541454/SRR26541454_2.fastq.gz	PET_BHT04 was placed at hydrocarbon seepage off Hatsushima island (depth: 855m) for for 4 months
SRR26541455	SAMN31142923	SRX22243360	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: P3HB4HB_PJM02	P3HB4HB_PJM02	Plastic	P3HB4HB	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/055/SRR26541455/SRR26541455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/055/SRR26541455/SRR26541455_2.fastq.gz	P3HB4HB_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
